constituency,state,status,Vote,Margin,Candidate,Party
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",won,739285,232577,MANOHAR LAL,Bharatiya Janata Party
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,506708,-232577,DIVYANSHU BUDHIRAJA,Indian National Congress
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,32508,-706777,INDER SINGH,Bahujan Samaj Party
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,29151,-710134,MARATHA VIRENDER VERMA,Nationalist Congress Party – Sharadchandra Pawar
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,11467,-727818,DEVENDER KADIAN,Jannayak Janta Party
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,4004,-735281,MANOJ BANSAL,Independent
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,2994,-736291,GULSHAN KASHYAP,Independent
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,2904,-736381,ASHOK KATARIA,Samst Samaj Party
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,1866,-737419,HARJEET SINGH VIRK,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,1851,-737434,SONIA,Independent
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,1587,-737698,MANISH,Independent
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,1292,-737993,LEENA KOHLI,Independent
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,1253,-738032,NITIN GEHLOT,Peoples Party of India (Democratic)
KARNAL(5),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 5 - KARNAL  (Haryana)

            ",lost,1188,-738097,BALWAN SINGH,Independent
